"anime_id","title","type","source","episodes","status","rating","score","scored_by","rank","popularity","members","favorites","premiered","broadcast","producer","producer_count","licensor","licensor_count","studio","studio_count","genre","genre_count","duration_min","aired_from_year"
6610,"Ibara no Ou","Movie","Manga",1,"Finished Airing","R+ - Mild Nudity",7.15,24459,3000,1559,48449,137,"","","TV Tokyo, Bandai Visual, Dentsu, Kadokawa Pictures Japan, Enterbrain, Sony PCL",6,"Funimation",1,"Sunrise",1,"Action, Thriller, Mystery, Sci-Fi",4,110,2009
7436,"Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito","Movie","Game",1,"Finished Airing","PG-13 - Teens 13 or older",6.69,290,4793,8358,956,4,"","","",0,"",0,"Toei Animation",1,"Action, Adventure, Magic, Fantasy, Shounen",5,40,1992
30014,"Momokuri","ONA","Web manga",26,"Finished Airing","PG-13 - Teens 13 or older",7.23,15829,2689,1683,43619,143,"","","Lantis, comico",2,"Sentai Filmworks",1,"Satelight",1,"Comedy, Romance, Slice of Life",3,12,2015
109,"Bakuretsu Tenshi","TV","Original",24,"Finished Airing","PG-13 - Teens 13 or older",6.9,23943,3897,1458,53997,242,"Spring 2004","Tuesdays at 02:12 (JST)","GDH, TV Asahi, Imagica",3,"Funimation",1,"Gonzo",1,"Adventure, Comedy, Mecha, Sci-Fi",4,23,2004
3593,"Utawarerumono OVA","OVA","Visual novel",3,"Finished Airing","R+ - Mild Nudity",7.28,7138,2509,3001,15706,15,"","","Frontier Works",1,"Sentai Filmworks",1,"Chaos Project",1,"Action, Comedy, Fantasy",3,29,2009
347,"Wild Arms: Twilight Venom","TV","Game",22,"Finished Airing","PG-13 - Teens 13 or older",6.72,2160,4681,4717,5437,14,"Fall 1999","Mondays at 19:00 (JST)","Aniplex, WOWOW",2,"ADV Films",1,"Bee Train",1,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy",6,24,1999
33836,"Seiren","TV","Original",12,"Finished Airing","PG-13 - Teens 13 or older",6.36,37611,6170,865,100548,281,"Winter 2017","Fridays at 02:28 (JST)","Pony Canyon, TBS, DAX Production, Pony Canyon Enterprise, Stardust Promotion, GYAO!",6,"",0,"Studio Gokumi, AXsiZ",2,"Romance, School",2,24,2017
33845,"Free! Movie 1: Timeless Medley - Kizuna","Movie","Original",1,"Finished Airing","PG-13 - Teens 13 or older",7.7,1564,1103,2793,18259,48,"","","",0,"Funimation",1,"Kyoto Animation",1,"Slice of Life, Sports, Drama, School",4,95,2017
1032,"Kumo no You ni Kaze no You ni","Movie","Novel",1,"Finished Airing","G - All Ages",6.95,2098,3741,5049,4568,9,"","","Yomiko Advertising",1,"Discotek Media",1,"Studio Pierrot",1,"Adventure, Historical, Drama, Romance",4,80,1990
863,"Joshikousei: Girl&#039;s High","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",6.65,11291,4969,2283,26377,59,"Spring 2006","Tuesdays at 01:30 (JST)","Genco, Showgate, Futabasha",3,"Media Blasters",1,"Arms",1,"Comedy, Drama, Ecchi, School, Slice of Life",5,24,2006
2596,"Shinreigari: Ghost Hound","TV","Original",22,"Finished Airing","PG-13 - Teens 13 or older",7.54,30244,1537,910,94629,607,"Fall 2007","Unknown","WOWOW, Pony Canyon, Showgate, TYO, Mag Garden",5,"Sentai Filmworks",1,"Production I.G",1,"Mystery, Psychological, Sci-Fi, Supernatural",4,25,2007
67,"Basilisk: Kouga Ninpou Chou","TV","Manga",24,"Finished Airing","R - 17+ (violence & profanity)",7.66,54467,1190,669,125162,1317,"Spring 2005","Unknown","GDH, Kodansha, Sotsu Music Publishing",3,"Funimation",1,"Gonzo",1,"Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy",7,24,2005
35635,"Mon-Soni! D&#039;Artagnan no Idol Sengen","ONA","Game",5,"Finished Airing","PG - Children",5.89,286,7597,7884,1227,1,"","","XFLAG Pictures",1,"",0,"LIDENFILMS",1,"Action, Game, Music, Fantasy",4,14,2017
32829,"Nobunaga no Shinobi","TV","4-koma manga",26,"Finished Airing","PG - Children",7.09,5764,3238,3112,14615,21,"Fall 2016","Tuesdays at 21:55 (JST)","",0,"",0,"TMS Entertainment",1,"Comedy, Historical",2,3,2016
35814,"Granblue Fantasy The Animation: Kabocha no Lantern","Special","Game",1,"Finished Airing","PG-13 - Teens 13 or older",6.7,1386,4755,4188,7370,6,"","","Aniplex, Tohokushinsha Film Corporation, Cygames",3,"",0,"A-1 Pictures",1,"Fantasy",1,23,2017
20033,"Miss Monochrome: The Animation","TV","Original",13,"Finished Airing","G - All Ages",6.48,16538,5691,1911,35706,48,"Fall 2013","Unknown","TV Tokyo, Starchild Records",2,"Crunchyroll",1,"SANZIGEN, LIDENFILMS",2,"Comedy, Music, Slice of Life",3,4,2013
1787,"Viper GTS","OVA","Visual novel",3,"Finished Airing","Rx - Hentai",7.09,4719,NA,3846,9022,97,"","","Front Line",1,"Media Blasters",1,"Studio G-1Neo",1,"Demons, Hentai",2,26,2002
31370,"Tonkatsu DJ Agetarou","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",7.18,4234,2910,3788,9330,64,"Spring 2016","Sundays at 22:15 (JST)","YTV, DAX Production, Shueisha, Yomiuri TV Enterprise",4,"",0,"Studio Deen",1,"Music, Comedy, Shounen",3,9,2016
4816,"Gakuen 2","OVA","Visual novel",2,"Finished Airing","Rx - Hentai",6.45,897,NA,6095,2830,10,"","","Himajin Planning",1,"",0,"Suzuki Mirano",1,"Hentai, School",2,29,2007
15633,"Code:Breaker OVA","OVA","Manga",3,"Finished Airing","R - 17+ (violence & profanity)",6.87,9073,4027,2549,21771,10,"","","",0,"",0,"Kinema Citrus",1,"Action, Ecchi, Comedy, Super Power, Supernatural, School, Shounen",7,27,2012
36983,"Oshiri Tantei: Puputto Fumutto Kaiketsu Dance","Music","Picture book",1,"Finished Airing","PG - Children",5.11,50,8935,12894,105,0,"","","",0,"",0,"Toei Animation",1,"Comedy, Kids, Music",3,2,2017
10710,"Houkago no Pleiades: Manner Movie","Movie","Original",1,"Finished Airing","PG-13 - Teens 13 or older",5.26,562,8750,6895,1968,1,"","","",0,"",0,"Gainax",1,"Magic",1,1,2011
1676,"Cosmo Warrior Zero","TV","Game",13,"Finished Airing","PG-13 - Teens 13 or older",6.66,1196,4922,5788,3248,8,"Summer 2001","Unknown","AT-X",1,"Media Blasters, Discotek Media",2,"Vega Entertainment",1,"Action, Adventure, Military, Sci-Fi, Space",5,25,2001
35843,"Gintama.: Porori-hen","TV","Manga",13,"Finished Airing","PG-13 - Teens 13 or older",8.59,23130,71,1464,53820,450,"Fall 2017","Mondays at 01:35 (JST)","TV Tokyo, Aniplex, Dentsu, Shueisha",4,"",0,"Bandai Namco Pictures",1,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",7,23,2017
294,"Divergence Eve","TV","Original",13,"Finished Airing","R+ - Mild Nudity",6.02,2872,7302,3868,8896,7,"Summer 2003","Wednesdays at 10:00 (JST)","Media Factory, Imagica, KlockWorx",3,"ADV Films, Sentai Filmworks",2,"Radix",1,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",7,24,2003
2611,"Panda Kopanda","Movie","Original",2,"Finished Airing","PG - Children",6.87,3172,4046,4503,6099,13,"","","",0,"Discotek Media",1,"Tokyo Movie Shinsha",1,"Comedy, Kids",2,36,1972
21255,"Takarajima (Movie)","Movie","Novel",1,"Finished Airing","PG - Children",6.42,76,5941,10176,350,0,"","","Tokyo Movie Shinsha",1,"",0,"Madhouse",1,"Adventure, Drama, Historical, Mystery, Supernatural",5,88,1987
1920,"Urusei Yatsura Movie 1: Only You","Movie","Manga",1,"Finished Airing","PG-13 - Teens 13 or older",7.23,2375,2699,4890,4972,7,"","","Kitty Films",1,"",0,"Studio Pierrot",1,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi",6,102,1983
8768,"Hiyokoi","Special","Manga",1,"Finished Airing","PG-13 - Teens 13 or older",7.47,35015,1728,1281,63689,156,"","","Shueisha",1,"",0,"Production I.G",1,"Romance, School, Shoujo",3,22,2010
29998,"Asobi ni Iku yo!: Asobi ni Oide - Owari","Special","Light novel",1,"Finished Airing","PG-13 - Teens 13 or older",6.38,2137,6069,4693,5518,8,"","","",0,"",0,"AIC Plus+",1,"Comedy",1,0.266666666666667,2011
5772,"Akaneiro ni Somaru Saka: Hardcore","Special","Visual novel",1,"Finished Airing","R+ - Mild Nudity",6.51,17521,5548,2078,30900,33,"","","Marvelous",1,"Sentai Filmworks",1,"TNK",1,"Comedy, Ecchi, Harem, Romance",4,26,2009
22729,"Aldnoah.Zero","TV","Original",12,"Finished Airing","R - 17+ (violence & profanity)",7.57,184307,1419,181,323603,3415,"Summer 2014","Sundays at 00:00 (JST)","Aniplex, Movic, Nitroplus, Houbunsha, MAGES., Tokyo MX, Asahi Broadcasting, BS11",8,"Aniplex of America",1,"A-1 Pictures, TROYCA",2,"Action, Military, Sci-Fi, Mecha",4,23,2014
34572,"Black Clover","TV","Manga",51,"Currently Airing","PG-13 - Teens 13 or older",6.61,66803,5147,319,225103,1436,"Fall 2017","Tuesdays at 18:25 (JST)","TV Tokyo, Avex Pictures, Shueisha",3,"Funimation",1,"Studio Pierrot",1,"Action, Comedy, Magic, Fantasy, Shounen",5,23,2017
1230,"Innocent Venus","TV","Original",12,"Finished Airing","PG-13 - Teens 13 or older",6.91,8590,3877,2558,21607,54,"Summer 2006","Unknown","Bandai Visual",1,"ADV Films",1,"Brain&#039;s Base",1,"Adventure, Drama, Mecha, Military, Sci-Fi",5,23,2006
582,"Sexy Commando Gaiden: Sugoiyo!! Masaru-san","TV","Manga",48,"Finished Airing","R - 17+ (violence & profanity)",7.86,2200,785,4061,7863,114,"Winter 1998","Unknown","Madhouse, Bandai Visual",2,"",0,"Magic Bus",1,"Comedy, Martial Arts, School, Shounen",4,8,1998
19115,"Giovanni no Shima","Movie","Original",1,"Finished Airing","PG-13 - Teens 13 or older",7.8,5249,871,3013,15566,42,"","","Warner Bros.",1,"",0,"Production I.G",1,"Drama, Historical",2,102,2014
2904,"Code Geass: Hangyaku no Lelouch R2","TV","Original",25,"Finished Airing","R - 17+ (violence & profanity)",8.95,543904,18,22,791396,44230,"Spring 2008","Sundays at 17:00 (JST)","Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",5,"Funimation, Bandai Entertainment",2,"Sunrise",1,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",6,24,2008
29910,"Qin Shi Ming Yue 3D: Dianying Longteng Wanli","Movie","Novel",1,"Finished Airing","PG-13 - Teens 13 or older",6.38,52,6092,9555,493,0,"","","Enlight Pictures",1,"",0,"Sparkly Key Animation Studio",1,"Action, Historical, Martial Arts, Fantasy",4,98,2014
893,"Dragon Ball Movie 4: Saikyou e no Michi","Movie","Manga",1,"Finished Airing","PG-13 - Teens 13 or older",7.29,17982,2454,1994,33071,25,"","","",0,"Funimation",1,"Toei Animation",1,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",7,74,1996
35788,"Shokugeki no Souma: San no Sara","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",8.5,129754,106,282,248061,1817,"Fall 2017","Wednesdays at 00:30 (JST)","Lantis, Warner Bros., KlockWorx, Shueisha",4,"",0,"J.C.Staff",1,"Ecchi, School, Shounen",3,24,2017
10116,"Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen","Movie","Manga",1,"Finished Airing","G - All Ages",7.04,501,3402,7891,1219,1,"","","Futabasha",1,"",0,"Shin-Ei Animation",1,"Comedy, Seinen",2,108,2011
18177,"Yowamushi Pedal: Special Ride","OVA","Manga",1,"Finished Airing","PG-13 - Teens 13 or older",7.46,6608,1792,3305,13038,15,"","","TOHO animation",1,"",0,"TMS Entertainment",1,"Comedy, Drama, Shounen, Sports",4,20,2013
11319,"Zero no Tsukaima F","TV","Light novel",12,"Finished Airing","PG-13 - Teens 13 or older",7.71,140516,1096,301,234783,997,"Winter 2012","Unknown","Cospa, Showgate",2,"Sentai Filmworks",1,"J.C.Staff",1,"Adventure, Magic, Romance, Ecchi, Fantasy",5,24,2012
12901,"TWD Express Rolling Takeoff","Movie","Manga",1,"Finished Airing","R+ - Mild Nudity",5.3,20,12535,12153,139,0,"","","",0,"",0,"Studio Gallop",1,"Adventure, Sci-Fi",2,55,1987
4927,"Tomoe ga Yuku!","OVA","Manga",2,"Finished Airing","R - 17+ (violence & profanity)",5.33,133,8642,9377,542,1,"","","Movic",1,"",0,"Animate Film",1,"Action, Drama, Romance, Thriller, Shoujo",5,44,1991
30947,"Kurayami Santa","TV","Original",13,"Finished Airing","PG-13 - Teens 13 or older",5.23,715,8785,6845,2013,5,"Summer 2015","Sundays at 01:42 (JST)","",0,"",0,"ILCA",1,"Historical, Supernatural",2,3,2015
21521,"Futa-bu!","OVA","Manga",2,"Finished Airing","Rx - Hentai",7.22,6172,NA,3397,12096,205,"","","D3, White Bear",2,"",0,"Studio 9 MAiami",1,"Hentai, School, Yuri",3,19,2014
13119,"Hakuouki Movie 2: Shikon Soukyuu","Movie","Visual novel",1,"Finished Airing","PG-13 - Teens 13 or older",7.96,3677,596,3298,13070,54,"","","",0,"Sentai Filmworks",1,"Studio Deen",1,"Action, Historical, Supernatural, Drama, Samurai, Josei",6,87,2014
608,"Sakura Taisen: Katsudou Shashin","Movie","Visual novel",1,"Finished Airing","PG-13 - Teens 13 or older",6.51,2204,5576,5107,4467,3,"","","Kadokawa Shoten, Sega, Imagica, chara-ani.com",4,"Funimation, Geneon Entertainment USA",2,"Production I.G",1,"Adventure, Mecha, Sci-Fi, Shounen",4,85,2001
35082,"Hibike! Euphonium Movie: Todoketai Melody","Movie","Novel",1,"Finished Airing","PG-13 - Teens 13 or older",7.58,399,1404,3576,10656,11,"","","Lantis, Shochiku, Pony Canyon",3,"",0,"Kyoto Animation",1,"Music, School, Drama",3,115,2017
589,"Ginga Nagareboshi Gin","TV","Manga",21,"Finished Airing","PG-13 - Teens 13 or older",8.12,6551,409,3186,14068,561,"Spring 1986","Saturdays at Unknown","TV Asahi",1,"",0,"Toei Animation",1,"Action, Adventure, Drama, Shounen",4,23,1986
2937,"Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi","Special","Manga",1,"Finished Airing","PG-13 - Teens 13 or older",7.2,5480,2794,3428,11832,33,"","","",0,"Viz Media",1,"Toei Animation",1,"Shoujo",1,17,1993
107,"Ou Dorobou Jing","TV","Manga",13,"Finished Airing","PG-13 - Teens 13 or older",7.32,10886,2357,2244,27073,184,"Spring 2002","Unknown","Aniplex",1,"ADV Films",1,"Studio Deen",1,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",5,24,2002
17873,"Pokemon Best Wishes! Season 2: Decolora Adventure","TV","Game",20,"Finished Airing","PG - Children",6.49,8848,5648,2864,17346,22,"Spring 2013","Thursdays at 19:00 (JST)","TV Tokyo",1,"The Pokemon Company International",1,"OLM",1,"Action, Adventure, Comedy, Fantasy, Kids",5,22,2013
35067,"Osomatsu-san 2nd Season","TV","Manga",25,"Finished Airing","R - 17+ (violence & profanity)",7.7,7344,1117,2179,28443,179,"Fall 2017","Tuesdays at 01:35 (JST)","TV Tokyo, Dentsu, Rakuonsha, AT-X, Avex Pictures, Daiichi Shokai CO., LTD",7,"Viz Media",1,"Studio Pierrot",1,"Comedy, Parody",2,23,2017
23101,"Kuraibito","OVA","Visual novel",1,"Finished Airing","Rx - Hentai",6.32,1284,NA,5728,3336,3,"","","",0,"",0,"PoRO",1,"Hentai",1,30,2014
225,"Dragon Ball GT","TV","Manga",64,"Finished Airing","PG-13 - Teens 13 or older",6.67,205925,4883,204,305320,1212,"Winter 1996","Wednesdays at 19:00 (JST)","Fuji TV",1,"Funimation",1,"Toei Animation",1,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",8,23,1996
35502,"Pure Aluminum: Sunoko-tan.","OVA","Other",1,"Finished Airing","G - All Ages",4.23,22,11837,13460,78,0,"","","",0,"",0,"Ishikawa Pro",1,"Comedy, Music",2,1,2009
2105,"Touka Gettan","TV","Visual novel",26,"Finished Airing","R - 17+ (violence & profanity)",6.66,2986,4947,3026,15436,45,"Spring 2007","Unknown","WAO World",1,"",0,"Studio Deen",1,"Romance, Supernatural, Drama",3,23,2007
29855,"Meiji Tokyo Renka Movie: Yumihari no Serenade","Movie","Game",1,"Finished Airing","PG-13 - Teens 13 or older",6.61,134,5163,4223,7232,11,"","","MAGES.",1,"",0,"Studio Deen",1,"Harem, Romance, Fantasy, Shoujo",4,60,2015
21995,"Ao Haru Ride","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",7.83,184367,823,170,333944,4675,"Summer 2014","Tuesdays at 00:00 (JST)","Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha, BS11, Animatic, Hakuhodo DY Media Partners, Sony PCL",9,"Sentai Filmworks",1,"Production I.G",1,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",6,23,2014
24893,"Sidonia no Kishi: Daikyuu Wakusei Seneki","TV","Manga",12,"Finished Airing","R - 17+ (violence & profanity)",7.88,42242,746,1058,78199,302,"Spring 2015","Saturdays at 01:55 (JST)","Starchild Records, Mainichi Broadcasting System, Kodansha, Studio Mausu",4,"Sentai Filmworks",1,"Polygon Pictures",1,"Action, Sci-Fi, Space, Mecha, Seinen",5,24,2015
27785,"Doamaiger D","TV","Original",13,"Finished Airing","G - All Ages",5.28,420,8718,7936,1192,0,"Winter 2015","Mondays at 19:55 (JST)","",0,"Funimation",1,"ILCA",1,"Action, Comedy, Mecha",3,2,2015
2924,"ef: A Tale of Memories.","TV","Visual novel",12,"Finished Airing","PG-13 - Teens 13 or older",8.05,82024,486,436,180526,2699,"Fall 2007","Sundays at 01:35 (JST)","Rondo Robe",1,"Sentai Filmworks",1,"Shaft",1,"Mystery, Drama, Romance",3,24,2007
535,"Slayers Next","TV","Light novel",26,"Finished Airing","PG-13 - Teens 13 or older",8.12,26985,417,1596,47082,710,"Spring 1996","Fridays at 18:30 (JST)","J.C.Staff, TV Tokyo, SoftX",3,"Funimation, Central Park Media, Enoki Films",3,"E&amp;G Films",1,"Adventure, Comedy, Demons, Magic, Fantasy",5,24,1996
30727,"Saenai Heroine no Sodatekata ♭","TV","Light novel",11,"Finished Airing","PG-13 - Teens 13 or older",7.9,54607,705,678,124332,863,"Spring 2017","Fridays at 00:55 (JST)","Aniplex, Dentsu, Fuji TV, Cospa, Good Smile Company, Kansai Telecasting, Fujimi Shobo",7,"",0,"A-1 Pictures",1,"Comedy, Ecchi, Harem, Romance, School",5,22,2017
559,"RahXephon Interlude: Her and Herself/Thatness and Thereness","OVA","Original",1,"Finished Airing","PG-13 - Teens 13 or older",6.44,2378,5850,4654,5636,2,"","","Bandai",1,"",0,"Bones",1,"Drama, Psychological, Sci-Fi",3,15,2003
1847,"Rec: Yurusarezarumono","Special","Manga",1,"Finished Airing","PG-13 - Teens 13 or older",7.24,12072,2657,2755,18728,5,"","","",0,"",0,"Shaft",1,"Comedy, Romance, Drama",3,13,2006
4266,"Vie Durant","ONA","Original",8,"Finished Airing","PG-13 - Teens 13 or older",4.95,158,9091,8195,1040,2,"","","",0,"",0,"Radix, Marine Entertainment",2,"Sci-Fi, Drama, Vampire",3,8,2003
16680,"Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei","Movie","Game",1,"Finished Airing","PG - Children",6.58,9420,5296,2898,16933,32,"","","",0,"The Pokemon Company International",1,"OLM",1,"Action, Adventure, Comedy, Fantasy, Kids",5,70,2013
33254,"Arslan Senki (TV) OVA","OVA","Manga",2,"Finished Airing","R - 17+ (violence & profanity)",7.04,4516,3400,3244,13462,11,"","","",0,"",0,"LIDENFILMS",1,"Adventure, Historical, Fantasy, Shounen",4,24,2016
7268,"Diabolus: Kikoku","OVA","Visual novel",2,"Finished Airing","Rx - Hentai",6.37,1526,NA,5247,4132,17,"","","",0,"",0,"PoRO",1,"Hentai",1,28,2009
32962,"Occultic;Nine","TV","Light novel",12,"Finished Airing","PG-13 - Teens 13 or older",7.05,41562,3380,647,130079,368,"Fall 2016","Sundays at 00:00 (JST)","Aniplex, MAGES., Hakuhodo DY Music &amp; Pictures, Lawson, ABC Animation, Contents Seed",6,"Aniplex of America",1,"A-1 Pictures",1,"Sci-Fi, Mystery",2,24,2016
3962,"Chocolate Underground","ONA","Novel",13,"Finished Airing","PG - Children",6.24,4545,6611,3644,10249,9,"","","Sony Music Entertainment",1,"",0,"Production I.G, Trans Arts",2,"Comedy, Kids",2,5,2008
522,"Metropolis","Movie","Manga",1,"Finished Airing","PG-13 - Teens 13 or older",7.6,27444,1355,1417,56026,364,"","","Kadokawa Shoten",1,"",0,"Madhouse",1,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen",6,109,2001
9760,"Hoshi wo Ou Kodomo","Movie","Original",1,"Finished Airing","PG-13 - Teens 13 or older",7.72,51766,1062,773,111584,419,"","","Media Factory, Movic, Yahoo! Japan, Warner Music Japan, Marine Entertainment",5,"Sentai Filmworks",1,"CoMix Wave Films",1,"Adventure, Romance, Fantasy",3,116,2011
37145,"Morimori Shima no Mogu to Perol","ONA","Original",1,"Finished Airing","G - All Ages",5.71,17,11333,13902,54,0,"","","",0,"",0,"dwarf",1,"Kids",1,8,2018
10495,"Yuru Yuri","TV","Manga",12,"Finished Airing","PG-13 - Teens 13 or older",7.67,92926,1184,380,199097,3499,"Summer 2011","Unknown","TV Tokyo, Daume, Sotsu, Pony Canyon, DAX Production, Studio Gram, PRA, Jumondo",8,"NIS America, Inc.",1,"Doga Kobo",1,"Comedy, School, Shoujo Ai, Slice of Life",4,23,2011
13561,"Guilty Crown: 4-koma Gekijou","Special","4-koma manga",11,"Finished Airing","R - 17+ (violence & profanity)",7.19,4537,2842,2918,16720,31,"","","Aniplex, Studio Moriken",2,"Funimation",1,"Production I.G",1,"Comedy",1,1,2012
6675,"Redline","Movie","Original",1,"Finished Airing","R+ - Mild Nudity",8.33,90299,212,511,157591,2411,"","","Tohokushinsha Film Corporation",1,"Anchor Bay Films",1,"Madhouse",1,"Action, Sci-Fi, Cars, Sports",4,102,2009
258,"Hitsuji no Uta","OVA","Manga",4,"Finished Airing","R - 17+ (violence & profanity)",6.37,4946,6121,3401,12084,33,"","","Group TAC, KENMedia",2,"",0,"Madhouse",1,"Horror, Drama, Vampire",3,30,2003
2331,"Uchuu Densetsu Ulysses 31","TV","Original",26,"Finished Airing","G - All Ages",7.15,1310,3018,5996,2953,18,"Fall 1981","Unknown","Tokyo Movie Shinsha, DiC Entertainment",2,"",0,"TMS Entertainment",1,"Action, Adventure, Sci-Fi, Space",4,25,1981
2759,"Evangelion: 1.0 You Are (Not) Alone","Movie","Original",1,"Finished Airing","PG-13 - Teens 13 or older",8.16,152066,356,280,248358,1102,"","","Gainax, Starchild Records, KlockWorx",3,"Funimation",1,"Khara",1,"Action, Sci-Fi, Mecha",3,100,2007
12115,"Berserk: Ougon Jidai-hen III - Kourin","Movie","Manga",1,"Finished Airing","R+ - Mild Nudity",8.3,62123,235,879,98959,717,"","","Yahoo! Japan, Good Smile Company, Beyond C.",3,"Viz Media, NYAV Post",2,"Studio 4°C",1,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",9,110,2013
2779,"Sotsugyou M: Ore-tachi no Carnival","OVA","Manga",2,"Finished Airing","PG-13 - Teens 13 or older",5.59,580,8222,7557,1427,1,"","","",0,"",0,"Artland",1,"Drama, School",2,27,1999
12391,"Mouretsu Atarou (1990)","TV","Manga",34,"Finished Airing","G - All Ages",6.73,11,11339,11901,153,0,"Spring 1990","Saturdays at 19:00 (JST)","TV Asahi",1,"",0,"Toei Animation",1,"Comedy, Kids, Slice of Life",3,24,1990
8475,"Asura","Movie","Manga",1,"Finished Airing","R+ - Mild Nudity",7.18,9892,2881,2595,21182,59,"","","Production I.G, Bandai Visual, Sotsu, Kinoshita Koumuten, Fields",5,"",0,"Toei Animation",1,"Drama, Historical",2,75,2012
33003,"Mahou Shoujo Ikusei Keikaku","TV","Light novel",12,"Finished Airing","R - 17+ (violence & profanity)",7.13,36023,3085,962,87997,442,"Fall 2016","Sundays at 00:00 (JST)","Genco, AT-X, Magic Capsule, flying DOG, Cospa, Toranoana, Medicos Entertainment, Animatic, Highlights Entertainment",9,"",0,"Lerche",1,"Action, Supernatural, Magic, Thriller, Fantasy",5,24,2016
33241,"Honobono Log","TV","Picture book",10,"Finished Airing","G - All Ages",7.5,12246,1632,2283,26398,171,"Spring 2016","Not scheduled once per week","NHK",1,"",0,"Fanworks",1,"Slice of Life, Romance",2,2,2016
1214,"Binbou Shimai Monogatari","TV","Manga",10,"Finished Airing","G - All Ages",6.92,4782,3829,3119,14522,20,"Summer 2006","Fridays at 02:40 (JST)","TV Asahi",1,"",0,"Toei Animation",1,"Slice of Life, Comedy, Drama, Seinen",4,24,2006
4549,"Hokuto no Ken: Raoh Gaiden Ten no Haoh","TV","Manga",13,"Finished Airing","R - 17+ (violence & profanity)",7.2,3153,2817,4000,8168,23,"Fall 2008","Unknown","Showgate, Index",2,"Sentai Filmworks",1,"Satelight",1,"Action, Drama, Martial Arts",3,24,2008
1489,"Renkin San-kyuu Magical? Pokaan Specials","Special","Original",3,"Finished Airing","R+ - Mild Nudity",7,2685,3576,4723,5425,4,"","","Genco, Lantis, Media Factory",3,"",0,"Remic",1,"Comedy, Parody, Magic, Ecchi, Vampire",5,14,2006
36096,"Ice Fist","Music","Music",1,"Finished Airing","PG-13 - Teens 13 or older",5.03,70,9016,12688,115,0,"","","Virgin Babylon Records",1,"",0,"Onionskin",1,"Music, Dementia",2,5,2014
35720,"ACCA: 13-ku Kansatsu-ka Specials","Special","Manga",6,"Finished Airing","PG-13 - Teens 13 or older",6.87,550,4018,5011,4670,6,"","","",0,"Funimation",1,"Madhouse",1,"Slice of Life, Seinen",2,4,2017
36833,"Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya","Special","Manga",1,"Finished Airing","PG-13 - Teens 13 or older",7.12,1119,3070,4063,7912,6,"","","Kadokawa Shoten",1,"",0,"Silver Link.",1,"Slice of Life, Parody",2,6,2018
26213,"Free!: Eternal Summer – Kindan no All Hard!","Special","Original",1,"Finished Airing","PG-13 - Teens 13 or older",8.12,26479,408,1509,51576,209,"","","",0,"Funimation",1,"Kyoto Animation",1,"Slice of Life, Comedy, School",3,24,2015
7016,"Senjou no Valkyria: SenVal Theater","Special","Game",9,"Finished Airing","PG-13 - Teens 13 or older",6.85,3950,4125,3815,9179,5,"","","Sega",1,"",0,"A-1 Pictures",1,"Comedy",1,3,2009
29361,"Kareshi wa Hammerhead Shark","TV","Original",0,"Finished Airing","PG - Children",3.58,12,10780,11750,162,0,"","Saturdays at 08:00 (JST)","",0,"",0,"Kachidoki Studio",1,"Slice of Life, Comedy, Kids",3,1,2015
34244,"Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri","Movie","Manga",1,"Finished Airing","G - All Ages",7.08,134,3254,9216,597,0,"","","",0,"",0,"Shin-Ei Animation",1,"Comedy, Seinen",2,105,2017
35134,"Koukyoushihen Eureka Seven: Hi-Evolution 1","Movie","Original",1,"Finished Airing","PG-13 - Teens 13 or older",6.22,401,6695,3622,10369,25,"","","Bandai Visual, Mainichi Broadcasting System, Bandai Namco Entertainment, Hakuhodo DY Music &amp; Pictures",4,"Funimation",1,"Bones",1,"Adventure, Mecha, Drama, Sci-Fi",4,0,2017
